Last,First,HOF,From,To,Position,Ht,Wt,Month,Day,Year,Country
Salei,Ruslan,N,1997,2009,D,73,212,November,2,1974,Belarus
Pandolfo,Jay,N,1997,2009,F,73,190,December,27,1974,USA
Mulhern,Ryan,N,1998,1998,F,73,202,January,11,1973,USA
Libby,Jeff,N,1998,1998,D,75,215,March,1,1974,USA
Benda,Jan,N,1998,1998,F,75,215,March,28,1972,Belgium
Sandwith,Terran,N,1998,1998,D,76,210,April,17,1972,Canada
Varis,Petri,N,1998,1998,F,73,200,May,13,1969,Finland
Mitchell,Jeff,N,1998,1998,F,73,190,May,16,1975,USA
Huska,Ryan,N,1998,1998,F,74,194,July,2,1975,Canada
Lindbom,Johan,N,1998,1998,F,74,216,July,8,1971,Sweden
Andersson,Erik,N,1998,1998,F,75,210,August,19,1971,Sweden
Sundin,Ronnie,N,1998,1998,D,73,220,October,3,1970,Sweden
Askey,Tom,N,1998,1998,G,73,195,October,4,1974,USA
Nielsen,Kirk,N,1998,1998,F,73,205,October,19,1973,USA
Felsner,Brian,N,1998,1998,F,71,189,November,11,1972,USA
Church,Brad,N,1998,1998,F,73,210,November,14,1976,Canada
McBain,Mike,N,1998,1999,D,74,195,January,12,1977,Canada
Allen,Chris,N,1998,1999,D,74,197,May,8,1978,Canada
Spring,Corey,N,1998,1999,F,76,214,May,31,1971,Canada
Friedman,Doug,N,1998,1999,F,73,200,September,1,1971,USA
Nabokov,Dmitri,N,1998,2000,F,74,209,January,4,1977,Russia
Prochazka,Martin,N,1998,2000,F,71,180,March,3,1972,Czech Republic
Vaic,Lubomir,N,1998,2000,F,69,178,March,6,1977,Slovakia
Laplante,Darryl,N,1998,2000,F,73,198,March,28,1977,Canada
Shulmistra,Richard,N,1998,2000,G,74,185,April,1,1971,Canada
Kenady,Chris,N,1998,2000,F,74,195,April,10,1973,USA
Luhning,Warren,N,1998,2000,F,74,185,July,3,1975,Canada
Lind,Juha,N,1998,2001,F,71,185,January,2,1974,Finland
Parent,Rich,N,1998,2001,G,75,195,January,12,1973,Canada
Hay,Dwayne,N,1998,2001,F,73,203,February,11,1977,Canada
Aalto,Antti,N,1998,2001,F,73,210,March,4,1975,Finland
Golubovsky,Yan,N,1998,2001,D,75,183,March,9,1976,Russia
Galanov,Maxim,N,1998,2001,D,73,205,March,13,1974,Russia
Rucinski,Mike,N,1998,2001,D,71,179,March,30,1975,USA
Robertsson,Bert,N,1998,2001,D,75,205,June,30,1974,Sweden
Crowley,Mike,N,1998,2001,D,71,190,July,4,1975,USA
Tiley,Brad,N,1998,2001,D,73,199,July,5,1971,Canada
Gusev,Sergey,N,1998,2001,D,73,205,July,31,1975,Russia
Gagnon,Sean,N,1998,2001,D,74,219,September,11,1973,Canada
Prpic,Joel,N,1998,2001,F,78,225,September,25,1974,Canada
Higgins,Matt,N,1998,2001,F,74,190,October,29,1977,Canada
Landry,Eric,N,1998,2002,F,70,184,January,20,1975,Canada
Chebaturkin,Vladimir,N,1998,2002,D,74,226,April,23,1975,Russia
Moro,Marc,N,1998,2002,D,73,218,July,17,1977,Canada
Thompson,Rocky,N,1998,2002,D,74,205,August,8,1977,Canada
Wren,Bob,N,1998,2002,F,70,185,September,16,1974,Canada
Maracle,Norm,N,1998,2002,G,69,195,October,2,1974,Canada
Tuzzolino,Tony,N,1998,2002,F,74,208,October,9,1975,USA
Dome,Robert,N,1998,2003,F,73,210,January,29,1979,Slovakia
Halko,Steven,N,1998,2003,D,73,200,March,8,1974,Canada
Benysek,Ladislav,N,1998,2003,D,74,190,March,24,1975,Czech Republic
Watt,Mike,N,1998,2003,F,74,212,March,31,1976,Canada
Mann,Cameron,N,1998,2003,F,73,195,April,20,1977,Canada
Skudra,Peter,N,1998,2003,G,73,189,April,24,1973,Latvia
Buzek,Petr,N,1998,2003,D,73,220,April,26,1977,Czech Republic
Wright,Jamie,N,1998,2003,F,73,195,May,13,1976,Canada
Jakopin,John,N,1998,2003,D,77,239,May,16,1975,Canada
Moss,Tyler,N,1998,2003,G,73,185,June,29,1975,Canada
Varlamov,Sergei,N,1998,2003,F,71,203,July,21,1978,Ukraine
Trepanier,Pascal,N,1998,2003,D,73,210,September,4,1973,Canada
Schultz,Ray,N,1998,2003,D,74,215,November,14,1976,Canada
Knutsen,Espen,N,1998,2004,F,71,188,January,12,1972,Norway
Korolyuk,Alexander,N,1998,2004,F,69,190,January,15,1976,Russia
Morozov,Aleksey,N,1998,2004,F,73,204,February,16,1977,Russia
Bombardir,Brad,N,1998,2004,D,73,205,May,5,1972,Canada
Botterill,Jason,N,1998,2004,F,76,220,May,19,1976,Canada
Stock,P.J.,N,1998,2004,F,70,197,May,26,1975,Canada
McAllister,Chris,N,1998,2004,D,80,250,June,16,1975,Canada
Brigley,Travis,N,1998,2004,F,73,205,June,16,1977,Canada
Trnka,Pavel,N,1998,2004,D,74,206,July,27,1976,Czech Republic
Worrell,Peter,N,1998,2004,F,78,235,August,18,1977,Canada
Bierk,Zac,N,1998,2004,G,77,205,September,17,1976,Canada
Ciernik,Ivan,N,1998,2004,F,73,234,October,30,1977,Slovakia
Arvedson,Magnus,N,1998,2004,F,74,198,November,25,1971,Sweden
Gratton,Benoit,N,1998,2004,F,71,194,December,28,1976,Canada
Ferguson,Scott,N,1998,2006,D,73,195,January,6,1973,Canada
Butenschon,Sven,N,1998,2006,D,76,215,March,22,1976,Germany
Orszagh,Vladimir,N,1998,2006,F,71,195,May,24,1977,Slovakia
Dingman,Chris,N,1998,2006,F,76,235,July,6,1976,Canada
MacLean,Don,N,1998,2007,F,74,199,January,14,1977,Canada
Scatchard,Dave,N,1998,2007,F,75,220,February,20,1976,Canada
Bulis,Jan,N,1998,2007,F,73,208,March,18,1978,Czech Republic
Rasmussen,Erik,N,1998,2007,F,73,215,March,28,1977,USA
McCauley,Alyn,N,1998,2007,F,71,200,May,29,1977,Canada
Markov,Danny,N,1998,2007,D,73,190,July,30,1976,Russia
Zyuzin,Andrei,N,1998,2008,D,73,208,January,21,1978,Russia
Bates,Shawn,N,1998,2008,F,73,210,April,3,1975,USA
Cloutier,Dan,N,1998,2008,G,73,195,April,22,1976,Canada
Isbister,Brad,N,1998,2008,F,76,225,May,7,1977,Canada
Larsen,Brad,N,1998,2008,F,73,210,June,28,1977,Canada
Adams,Kevyn,N,1998,2008,F,73,200,October,8,1974,USA
Battaglia,Bates,N,1998,2008,F,74,205,December,13,1975,USA
Hossa,Marian,N,1998,2009,F,73,210,January,12,1979,Slovakia
Axelsson,P.J.,N,1998,2009,F,73,188,February,26,1975,Sweden
Phillips,Chris,N,1998,2009,D,75,219,March,9,1978,Canada
Chara,Zdeno,N,1998,2009,D,81,255,March,18,1977,Slovakia
Weekes,Kevin,N,1998,2009,G,74,215,April,4,1975,Canada
Gill,Hal,N,1998,2009,D,79,250,April,6,1975,USA
Kubina,Pavel,N,1998,2009,D,76,244,April,15,1977,Czech Republic
Devereaux,Boyd,N,1998,2009,F,74,195,April,16,1978,Canada
White,Todd,N,1998,2009,F,70,195,May,21,1975,Canada
Begin,Steve,N,1998,2009,F,73,187,June,14,1978,Canada
Johnson,Ryan,N,1998,2009,F,73,202,June,14,1976,Canada
Thornton,Joe,N,1998,2009,F,76,235,July,2,1979,Canada
Souray,Sheldon,N,1998,2009,D,76,233,July,13,1976,Canada
Savard,Marc,N,1998,2009,F,70,191,July,17,1977,Canada
Lukowich,Brad,N,1998,2009,D,73,201,August,12,1976,Canada
Morrison,Brendan,N,1998,2009,F,71,181,August,15,1975,Canada
Morris,Derek,N,1998,2009,D,73,220,August,24,1978,Canada
Sturm,Marco,N,1998,2009,F,73,194,September,8,1978,Germany
Ohlund,Mattias,N,1998,2009,D,74,220,September,9,1976,Sweden
Marleau,Patrick,N,1998,2009,F,74,220,September,15,1979,Canada
Gauthier,Denis,N,1998,2009,D,75,224,October,1,1976,Canada
Briere,Daniel,N,1998,2009,F,70,179,October,6,1977,Canada
Samsonov,Sergei,N,1998,2009,F,68,188,October,27,1978,Russia
Cullen,Matt,N,1998,2009,F,73,200,November,2,1976,USA
Jokinen,Olli,N,1998,2009,F,75,214,December,5,1978,Finland
Laraque,Georges,N,1998,2009,F,75,243,December,7,1976,Canada
Cleary,Daniel,N,1998,2009,F,73,210,December,18,1978,Canada
Clark,Brett,N,1998,2009,D,73,195,December,23,1976,Canada
Rosati,Mike,N,1999,1999,G,70,170,January,7,1968,Canada
Gordon,Robb,N,1999,1999,F,71,190,January,13,1976,Canada
White,Brian,N,1999,1999,D,73,195,February,7,1976,USA
Royer,Remi,N,1999,1999,D,74,200,February,12,1978,Canada
Cloutier,Sylvain,N,1999,1999,F,73,200,February,13,1974,Canada
Gauthier,Sean,N,1999,1999,G,71,200,March,28,1971,Canada
Halverson,Trevor,N,1999,1999,F,73,200,April,6,1971,Canada
Larocque,Mario,N,1999,1999,D,76,218,April,24,1978,Canada
Ignatjev,Victor,N,1999,1999,D,76,215,April,26,1970,Latvia
Savoia,Ryan,N,1999,1999,F,73,204,May,6,1973,Canada
Wesenberg,Brian,N,1999,1999,F,75,187,May,9,1977,Canada
Buchanan,Jeff,N,1999,1999,D,74,200,May,23,1971,Canada
Audet,Philippe,N,1999,1999,F,74,202,June,4,1977,Canada
Bremberg,Fredrik,N,1999,1999,F,73,190,June,21,1973,Sweden
Lefebvre,Patrice,N,1999,1999,F,66,160,June,28,1967,Canada
Delisle,Jonathan,N,1999,1999,F,70,180,June,30,1977,Canada
Mertzig,Jan,N,1999,1999,D,76,218,July,18,1970,Sweden
Nordstrom,Peter,N,1999,1999,F,73,200,July,26,1974,Sweden
Garner,Tyrone,N,1999,1999,G,73,200,July,27,1978,Canada
Bast,Ryan,N,1999,1999,D,74,190,August,27,1975,Canada
Bach,Ryan,N,1999,1999,G,73,185,October,21,1973,Canada
Betik,Karel,N,1999,1999,D,74,208,October,28,1978,Czech Republic
Tertyshny,Dmitri,N,1999,1999,D,73,176,December,26,1976,Russia
Davidsson,Johan,N,1999,2000,F,73,190,January,6,1976,Sweden
Nemecek,Jan,N,1999,2000,D,73,220,February,14,1976,Czech Republic
Virtue,Terry,N,1999,2000,D,73,198,August,12,1970,Canada
Sorochan,Lee,N,1999,2000,D,71,210,September,9,1975,Canada
Guren,Miloslav,N,1999,2000,D,74,215,September,24,1976,Czech Republic
Morissette,Dave,N,1999,2000,F,73,224,December,24,1971,Canada
Witehall,Johan,N,1999,2001,F,73,198,January,7,1972,Sweden
Gaul,Michael,N,1999,2001,D,73,200,April,22,1973,Canada
Delisle,Xavier,N,1999,2001,F,71,193,May,24,1977,Canada
Mathieu,Marquis,N,1999,2001,F,71,190,May,31,1973,USA
Bashkirov,Andrei,N,1999,2001,F,73,215,June,22,1970,Russia
Ratchuk,Peter,N,1999,2001,D,73,185,September,10,1977,USA
Henderson,Jay,N,1999,2001,F,71,190,September,17,1978,Canada
Skopintsev,Andrei,N,1999,2001,D,73,185,September,28,1971,Russia
Maneluk,Mike,N,1999,2001,F,71,190,October,1,1973,Canada
Bonin,Brian,N,1999,2001,F,70,186,November,28,1973,USA
Sylvester,Dean,N,1999,2001,F,74,210,December,30,1972,USA
Vasiljevs,Herbert,N,1999,2002,F,71,180,May,27,1976,Latvia
Tezikov,Alexei,N,1999,2002,D,73,208,June,22,1978,Russia
Henderson,Matt,N,1999,2002,F,73,200,June,22,1974,USA
Skrbek,Pavel,N,1999,2002,D,75,217,August,9,1978,Czech Republic
Smith,Brandon,N,1999,2003,D,73,209,February,25,1973,Canada
Roest,Stacy,N,1999,2003,F,69,185,March,15,1974,Canada
Herr,Matt,N,1999,2003,F,74,204,May,26,1976,USA
Savage,Andre,N,1999,2003,F,73,195,May,27,1975,Canada
Girard,Jonathan,N,1999,2003,D,71,201,May,27,1980,Canada
Bartecko,Lubos,N,1999,2003,F,71,200,July,14,1976,Slovakia
Muckalt,Bill,N,1999,2003,F,73,200,July,15,1974,Canada
Valicevic,Rob,N,1999,2004,F,73,198,January,6,1971,USA
Holden,Josh,N,1999,2004,F,73,190,January,18,1978,Canada
Sonnenberg,Martin,N,1999,2004,F,73,197,January,23,1978,Canada
Passmore,Steve,N,1999,2004,G,69,165,January,29,1973,Canada
Grand-Pierre,Jean-Luc,N,1999,2004,D,75,225,February,2,1977,Canada
Jones,Ty,N,1999,2004,F,75,218,February,22,1979,USA
Pelletier,Jean-Marc,N,1999,2004,G,75,209,March,4,1978,USA
Brochu,Martin,N,1999,2004,G,73,199,March,10,1973,Canada
Rosa,Pavel,N,1999,2004,F,71,188,June,7,1977,Czech Republic
Willis,Shane,N,1999,2004,F,73,195,June,13,1977,Canada
Reirden,Todd,N,1999,2004,D,77,225,June,25,1971,USA
Sloan,Blake,N,1999,2004,F,70,196,July,27,1975,USA
Heins,Shawn,N,1999,2004,D,76,210,December,24,1973,Canada
Hrdina,Jan,N,1999,2006,F,73,205,February,5,1976,Czech Republic
Aubin,Serge,N,1999,2006,F,73,200,February,15,1975,Canada
Nash,Tyson,N,1999,2006,F,71,191,March,11,1975,Canada
Nickulas,Eric,N,1999,2006,F,71,206,March,25,1975,USA
Kvasha,Oleg,N,1999,2006,F,77,230,July,26,1978,Russia
Smith,Dan,N,1999,2006,D,74,200,October,19,1976,Canada
Wilm,Clarke,N,1999,2006,F,73,202,October,24,1976,Canada
Sykora,Petr,N,1999,2006,F,75,206,December,21,1978,Czech Republic
Delmore,Andy,N,1999,2006,D,73,200,December,26,1976,Canada
Esche,Robert,N,1999,2007,G,73,210,January,22,1978,USA
Fata,Rico,N,1999,2007,F,73,205,February,12,1980,Canada
Laaksonen,Antti,N,1999,2007,F,73,187,October,3,1973,Finland
Green,Josh,N,1999,2007,F,75,215,November,16,1977,Canada
Parker,Scott,N,1999,2008,F,77,240,January,29,1978,USA
Mowers,Mark,N,1999,2008,F,71,174,February,16,1974,USA
Nilson,Marcus,N,1999,2008,F,74,189,March,1,1978,Sweden
Letowski,Trevor,N,1999,2008,F,70,180,April,5,1977,Canada
Ritchie,Byron,N,1999,2008,F,70,190,April,24,1977,Canada
Nasreddine,Alain,N,1999,2008,D,73,204,July,10,1975,Canada
Schaefer,Peter,N,1999,2008,F,73,200,July,12,1977,Canada
Aubin,Jean-Sebastien,N,1999,2008,G,71,180,July,19,1977,Canada
Sopel,Brent,N,1999,2009,D,74,205,January,7,1977,Canada
Hannan,Scott,N,1999,2009,D,73,225,January,23,1979,Canada
Parrish,Mark,N,1999,2009,F,71,199,February,2,1977,USA
Legace,Manny,N,1999,2009,G,70,200,February,4,1973,Canada
Spacek,Jaroslav,N,1999,2009,D,71,204,February,11,1974,Czech Republic
Hejduk,Milan,N,1999,2009,F,73,190,February,14,1976,Czech Republic
Reasoner,Marty,N,1999,2009,F,73,202,February,26,1977,USA
Kaberle,Tomas,N,1999,2009,D,73,198,March,2,1978,Czech Republic
Sutton,Andy,N,1999,2009,D,78,245,March,10,1975,Canada
Handzus,Michal,N,1999,2009,F,77,217,March,11,1977,Czech Republic
Johnson,Brent,N,1999,2009,G,75,210,March,12,1977,USA
Timonen,Kimmo,N,1999,2009,D,70,194,March,18,1975,Finland
Poti,Tom,N,1999,2009,D,75,210,March,22,1977,USA
Dumont,J.P.,N,1999,2009,F,73,205,April,1,1978,Canada
MacDonald,Craig,N,1999,2009,F,73,201,April,7,1977,Canada
Asham,Arron,N,1999,2009,F,71,205,April,13,1978,Canada
Brewer,Eric,N,1999,2009,D,75,222,April,17,1979,Canada
LaCouture,Dan,N,1999,2009,F,74,215,April,18,1977,USA
Mason,Chris,N,1999,2009,G,73,195,April,20,1976,Canada
Lecavalier,Vincent,N,1999,2009,F,76,219,April,21,1980,Canada
Madden,John,N,1999,2009,F,71,190,May,4,1973,Canada
Malhotra,Manny,N,1999,2009,F,74,217,May,18,1980,Canada
St.Louis,Martin,N,1999,2009,F,69,177,June,18,1975,Canada
Hecht,Jochen,N,1999,2009,F,73,196,June,21,1977,Germany
Skrastins,Karlis,N,1999,2009,D,73,210,July,9,1974,Latvia
Boyle,Dan,N,1999,2009,D,71,190,July,12,1976,Canada
Helmer,Bryan,N,1999,2009,D,73,208,July,15,1972,Canada
Sarich,Cory,N,1999,2009,D,76,207,August,16,1978,Canada
Legwand,David,N,1999,2009,F,74,190,August,17,1980,USA
Drury,Chris,N,1999,2009,F,70,190,August,20,1976,USA
Blake,Jason,N,1999,2009,F,70,180,September,2,1973,USA
Salo,Sami,N,1999,2009,D,75,215,September,2,1974,Finland
Cooke,Matt,N,1999,2009,F,71,205,September,7,1978,Canada
Mara,Paul,N,1999,2009,D,76,212,September,7,1979,USA
Sim,Jon,N,1999,2009,F,70,195,September,29,1977,Canada
Kuba,Filip,N,1999,2009,D,77,225,December,29,1976,Czech Republic
Yakushin,Dmitri,N,2000,2000,D,73,200,January,21,1978,Ukraine
VanDrunen,David,N,2000,2000,D,73,204,January,31,1976,Canada
Comrie,Paul,N,2000,2000,F,71,192,February,7,1977,Canada
Mika,Petr,N,2000,2000,F,76,194,February,12,1979,Czech Republic
Bonni,Ryan,N,2000,2000,D,76,190,February,18,1979,Canada
Lank,Jeff,N,2000,2000,D,75,205,March,1,1975,Canada
Balmochnykh,Maxim,N,2000,2000,F,73,210,March,7,1979,Russia
Rodgers,Marc,N,2000,2000,F,69,185,March,16,1972,Canada
Moravec,David,N,2000,2000,F,73,180,March,24,1973,Czech Republic
Goldmann,Erich,N,2000,2000,D,75,212,April,7,1976,Germany
Duerden,Dave,N,2000,2000,F,74,200,April,11,1977,Canada
Elomo,Miika,N,2000,2000,F,73,191,April,21,1977,Finland
Kinnear,Geordie,N,2000,2000,D,73,195,July,9,1973,Canada
Aldridge,Keith,N,2000,2000,D,71,185,July,20,1973,USA
Young,B.J.,N,2000,2000,F,70,178,July,23,1977,USA
Vasiliev,Alexei,N,2000,2000,D,73,192,September,1,1977,Russia
Volchkov,Alexandre,N,2000,2000,F,74,204,September,25,1977,Russia
Jonsson,Jorgen,N,2000,2000,F,73,185,September,29,1972,Sweden
Rominski,Dale,N,2000,2000,F,74,200,October,1,1975,USA
Minard,Mike,N,2000,2000,G,74,200,November,1,1976,Canada
Michaud,Alfie,N,2000,2000,G,70,179,November,6,1976,Canada
Zehr,Jeff,N,2000,2000,F,75,195,December,10,1978,Canada
Vyshedkevich,Sergei,N,2000,2001,D,73,195,January,3,1975,Russia
Boikov,Alexandre,N,2000,2001,D,73,200,February,7,1975,Russia
Astashenko,Kaspars,N,2000,2001,D,74,183,February,17,1975,Latvia
Adams,Bryan,N,2000,2001,F,73,185,March,20,1977,Canada
Bertrand,Eric,N,2000,2001,F,73,198,April,16,1975,Canada
Alatalo,Mika,N,2000,2001,F,73,202,June,11,1971,Finland
Fankhouser,Scott,N,2000,2001,G,74,205,July,1,1975,USA
Patera,Pavel,N,2000,2001,F,73,172,September,6,1971,Czech Republic
Posmyk,Marek,N,2000,2001,D,77,228,September,15,1978,Czech Republic
Elich,Matt,N,2000,2001,F,75,196,September,22,1979,USA
Freadrich,Kyle,N,2000,2001,F,79,260,December,28,1978,Canada
Cisar,Marian,N,2000,2002,F,73,197,February,25,1978,Slovakia
Karalahti,Jere,N,2000,2002,D,74,210,March,25,1975,Finland
Gosselin,David,N,2000,2002,F,73,205,June,22,1977,Canada
Christie,Ryan,N,2000,2002,F,75,200,July,3,1978,Canada
Korolev,Evgeny,N,2000,2002,D,73,214,July,24,1978,Russia
Emmons,John,N,2000,2002,F,73,203,August,17,1974,USA
Kariya,Steve,N,2000,2002,F,68,170,December,22,1977,Canada
Hurme,Jani,N,2000,2003,G,73,190,January,7,1975,Finland
Herperger,Chris,N,2000,2003,F,73,190,February,24,1974,Canada
Wallin,Jesse,N,2000,2003,D,74,190,March,10,1978,Canada
Lyashenko,Roman,N,2000,2003,F,73,189,May,2,1979,Russia
Kochan,Dieter,N,2000,2003,G,73,180,May,11,1974,Canada
Svartvadet,Per,N,2000,2003,F,73,195,May,17,1975,Sweden
Labbe,Jean-Francois,N,2000,2003,G,70,175,June,15,1972,Canada
Jonsson,Hans,N,2000,2003,D,73,205,August,2,1973,Sweden
Berenzweig,Bubba,N,2000,2003,D,73,217,August,8,1977,USA
Eloranta,Mikko,N,2000,2003,F,73,190,August,24,1972,Finland
Letang,Alan,N,2000,2003,D,73,201,September,4,1975,Canada
Butsayev,Yuri,N,2000,2003,F,73,195,October,11,1978,Russia
Trudel,Jean-Guy,N,2000,2003,F,71,202,October,18,1975,Canada
Lintner,Richard,N,2000,2003,D,75,212,November,15,1977,Slovakia
Westlund,Tommy,N,2000,2003,F,73,210,December,29,1974,Sweden
Novoseltsev,Ivan,N,2000,2004,F,73,210,January,23,1979,Russia
Dwyer,Gordie,N,2000,2004,F,75,215,January,25,1978,Canada
Druken,Harold,N,2000,2004,F,73,200,January,26,1979,Canada
Lamothe,Marc,N,2000,2004,G,74,210,February,27,1974,Canada
Schastlivy,Petr,N,2000,2004,F,73,204,April,18,1979,Russia
Aitken,Johnathan,N,2000,2004,D,76,230,May,24,1978,Canada
Hnilicka,Milan,N,2000,2004,G,73,190,June,25,1973,Czech Republic
Giroux,Raymond,N,2000,2004,D,73,190,July,20,1976,Canada
Komarniski,Zenith,N,2000,2004,D,73,200,August,13,1978,Canada
Leeb,Brad,N,2000,2004,F,71,187,August,27,1979,Canada
Bekar,Derek,N,2000,2004,F,75,197,September,15,1975,Canada
Purinton,Dale,N,2000,2004,D,75,228,October,11,1976,USA
Scoville,Darrel,N,2000,2004,D,75,208,October,13,1975,Canada
Chubarov,Artem,N,2000,2004,F,73,205,December,13,1979,Russia
Chartrand,Brad,N,2000,2004,F,71,185,December,14,1974,Canada
Suchy,Radoslav,N,2000,2006,D,74,204,April,7,1976,Slovakia
Biron,Mathieu,N,2000,2006,D,78,230,April,29,1980,Canada
Fischer,Jiri,N,2000,2006,D,77,225,July,31,1980,Czech Republic
Saprykin,Oleg,N,2000,2007,F,73,190,February,12,1981,Russia
Ekman,Nils,N,2000,2007,F,73,185,March,11,1976,Sweden
Ference,Brad,N,2000,2007,D,75,218,April,2,1979,Canada
Nieminen,Ville,N,2000,2007,F,71,200,April,6,1977,Finland
Clymer,Ben,N,2000,2007,F,73,200,April,11,1978,USA
Boguniecki,Eric,N,2000,2007,F,68,192,May,6,1975,USA
Hamel,Denis,N,2000,2007,F,73,201,May,10,1977,Canada
Jackman,Ric,N,2000,2007,D,74,214,June,28,1978,Canada
Stefan,Patrik,N,2000,2007,F,74,210,September,16,1980,Czech Republic
McCarthy,Steve,N,2000,2008,D,73,210,February,3,1981,Canada
Smith,Wyatt,N,2000,2008,F,71,205,February,13,1977,USA
Vishnevski,Vitaly,N,2000,2008,D,74,215,March,18,1980,Russia
Nagy,Ladislav,N,2000,2008,F,71,192,June,1,1979,Slovakia
Tanabe,David,N,2000,2008,D,73,212,July,19,1980,USA
Karlsson,Andreas,N,2000,2008,F,76,201,August,19,1975,Sweden
Rachunek,Karel,N,2000,2008,D,74,220,August,27,1979,Czech Republic
Grahame,John,N,2000,2008,G,75,220,August,31,1975,USA
Hlavac,Jan,N,2000,2008,F,73,201,September,20,1976,Czech Republic
Cowan,Jeff,N,2000,2008,F,74,205,September,27,1976,Canada
Boucher,Brian,N,2000,2009,G,74,198,January,2,1977,USA
York,Mike,N,2000,2009,F,70,185,January,3,1978,USA
Calder,Kyle,N,2000,2009,F,71,180,January,5,1979,Canada
Boynton,Nick,N,2000,2009,D,74,210,January,14,1979,Canada
Morrow,Brenden,N,2000,2009,F,71,205,January,16,1979,Canada
Ward,Jason,N,2000,2009,F,74,208,January,16,1979,Canada
Hinote,Dan,N,2000,2009,F,73,187,January,30,1977,USA
Gagne,Simon,N,2000,2009,F,73,195,February,1,1980,Canada
Ribeiro,Mike,N,2000,2009,F,73,175,February,10,1980,Canada
Mair,Adam,N,2000,2009,F,73,208,February,15,1979,Canada
Antropov,Nik,N,2000,2009,F,78,230,February,18,1980,Russia
Robidas,Stephane,N,2000,2009,D,71,190,March,3,1977,Canada
Clark,Chris,N,2000,2009,F,73,202,March,8,1976,USA
Johnsson,Kim,N,2000,2009,D,73,193,March,16,1976,Sweden
Willsie,Brian,N,2000,2009,F,73,202,March,16,1978,Canada
Ference,Andrew,N,2000,2009,D,71,189,March,17,1979,Canada
Luongo,Roberto,N,2000,2009,G,75,205,April,4,1979,Canada
Havelid,Niclas,N,2000,2009,D,73,200,April,12,1973,Sweden
Regehr,Robyn,N,2000,2009,D,75,225,April,19,1980,Brazil
Mitchell,Willie,N,2000,2009,D,75,210,April,23,1977,Canada
Halpern,Jeff,N,2000,2009,F,73,203,May,3,1976,USA
Eaton,Mark,N,2000,2009,D,74,204,May,6,1977,USA
Connolly,Tim,N,2000,2009,F,73,193,May,7,1981,USA
Reinprecht,Steve,N,2000,2009,F,73,191,May,7,1976,Canada
Campbell,Brian,N,2000,2009,D,73,191,May,23,1979,Canada
Fisher,Mike,N,2000,2009,F,73,209,June,5,1980,Canada
Metropolit,Glen,N,2000,2009,F,70,193,June,25,1974,Canada
Kalinin,Dmitri,N,2000,2009,D,75,215,July,22,1980,Russia
Nabokov,Evgeni,N,2000,2009,G,73,200,July,25,1975,Kazakhstan
Valiquette, Stephen ,N,2000,2009,G,78,210,August,20,1977,Canada
Ruutu,Jarkko,N,2000,2009,F,73,200,August,23,1975,Finland
Downey,Aaron,N,2000,2009,F,73,215,August,27,1974,Canada
Rozsival,Michal,N,2000,2009,D,74,210,September,3,1978,Czech Republic
Afinogenov,Maxim,N,2000,2009,F,73,192,September,4,1979,Russia
Rafalski,Brian,N,2000,2009,D,70,191,September,28,1973,USA
Krog,Jason,N,2000,2009,F,71,185,October,9,1975,Canada
Bouillon,Francis,N,2000,2009,D,68,196,October,17,1975,Canada
Skoula,Martin,N,2000,2009,D,75,226,October,28,1979,Czech Republic
Stuart,Brad,N,2000,2009,D,74,213,November,6,1979,Canada
Kaberle,Frantisek,N,2000,2009,D,73,190,November,8,1973,Czech Republic
Tanguay,Alex,N,2000,2009,F,73,189,November,21,1979,Canada
White,Colin,N,2000,2009,D,76,220,December,12,1977,Canada
Gomez,Scott,N,2000,2009,F,71,200,December,23,1979,USA
Babenko,Yuri,N,2001,2001,F,73,200,January,2,1978,Russia
Belanger,Francis,N,2001,2001,F,75,228,January,15,1978,Canada
Vlasak,Tomas,N,2001,2001,F,70,175,February,1,1975,Czech Republic
Koehler,Greg,N,2001,2001,F,74,195,February,27,1975,Canada
Clarke,Dale,N,2001,2001,D,74,193,March,23,1978,Canada
Naumenko,Gregg,N,2001,2001,G,73,201,March,30,1977,USA
Riesen,Michel,N,2001,2001,F,74,190,April,11,1979,Switzerland
Ulmer,Jeff,N,2001,2001,F,71,195,April,27,1977,Canada
Leeb,Greg,N,2001,2001,F,69,165,May,31,1977,Canada
Ziegler,Thomas,N,2001,2001,F,71,174,June,9,1978,Switzerland
Tkaczuk,Daniel,N,2001,2001,F,73,197,June,10,1979,Canada
Kuznik,Greg,N,2001,2001,D,73,185,June,12,1978,Canada
Svoboda,Petr,N,2001,2001,D,75,200,June,20,1980,Czech Republic
Sushinsky,Maxim,N,2001,2001,F,68,165,July,1,1974,Russia
Crozier,Greg,N,2001,2001,F,75,200,July,6,1976,Canada
Ronnqvist,Jonas,N,2001,2001,F,74,200,August,22,1973,Sweden
Hubacek,Petr,N,2001,2001,F,74,185,September,2,1979,Czech Republic
Bartos,Peter,N,2001,2001,F,73,185,September,5,1973,Czech Republic
VonArx,Reto,N,2001,2001,F,70,190,September,13,1976,Switzerland
Scott,Travis,N,2001,2001,G,74,185,September,14,1975,Canada
Descoteaux,Matthieu,N,2001,2001,D,75,216,September,23,1977,Canada
Yeremeyev,Vitali,N,2001,2001,G,70,167,September,23,1975,Kazakhstan
